Member No.;Location;Stress;Design;Loading;Forces [kN];;;Moments [kNm];;;Design Check;Design Check;
112;0.000;;DS1;CO1;-29.86;0.00;-26.36;0.00;-8.73;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
112;0.000;;DS1;RC1;-69.69;0.02;-62.87;0.00;-27.83;0.00;0.331;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
112;0.000;;DS2;CO20;-22.12;0.00;-19.51;0.00;-6.45;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
112;0.990;;DS2;CO26;-48.80;0.01;-44.65;0.00;-62.81;-0.01;0.034;SE1100.00;Serviceability | Deflections in z-direction
112;0.825;;DS2;CO35;-31.56;-0.23;-32.23;-0.10;-36.47;-0.13;0.005;SE1200.00;Serviceability | Deflections in y-direction
112;0.000;;DS1;CO6;-64.91;-0.43;-61.76;-0.10;-19.56;-0.22;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
112;;;;;;;;;;;;;
113;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
113;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
113;1.650;;DS1;CO7;-71.61;0.03;-79.24;0.00;-262.69;-0.09;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
113;0.000;1;DS1;CO11;-25.48;-0.47;-33.18;-0.21;-55.09;-0.07;0.028;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
113;0.660;;DS1;CO11;-25.58;-0.40;-33.97;-0.19;-77.26;0.06;0.042;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
113;1.237;;DS1;CO7;-71.49;0.03;-78.81;0.00;-230.08;-0.08;0.097;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
113;0.000;11;DS1;CO6;-66.37;-0.44;-76.36;-0.10;-123.26;0.20;0.134;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
113;1.650;11;DS1;CO7;-71.61;0.03;-79.24;0.00;-262.69;-0.09;0.130;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
113;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
113;1.650;;DS1;CO3;-69.81;0.00;-77.87;0.00;-249.64;0.00;0.484;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
113;1.650;14;DS1;CO18;-43.75;0.27;-56.90;0.10;-181.98;-0.13;0.421;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
113;1.650;14;DS1;CO7;-71.61;0.03;-79.24;0.00;-262.69;-0.09;0.608;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
113;1.650;;DS1;CO3;-69.81;0.00;-77.87;0.00;-249.64;0.00;0.484;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
113;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
113;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
113;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
113;1.650;;DS1;RC1;-71.61;0.03;-79.24;0.00;-262.69;-0.09;0.614;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
113;0.000;;DS2;CO20;-22.59;0.00;-24.20;0.00;-39.91;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
113;0.990;;DS2;RC2;-18.35;0.20;-25.45;0.12;-65.20;-0.04;0.098;SE1100.00;Serviceability | Deflections in z-direction
113;0.000;;DS1;CO6;-66.37;-0.44;-76.36;-0.10;-123.26;0.20;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
113;;;;;;;;;;;;;
114;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
114;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
114;1.650;;DS1;CO7;-65.70;-0.02;-20.26;0.00;109.96;0.04;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
114;1.650;;DS1;CO7;-65.70;-0.02;-20.26;0.00;109.96;0.04;0.025;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
114;1.650;11;DS1;CO8;-59.10;-0.08;-19.37;-0.05;115.15;0.79;0.032;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
114;0.000;;DS1;CO1;-27.97;0.00;-6.83;0.00;62.58;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
114;0.000;;DS1;CO5;-65.35;-0.01;-15.47;0.00;146.38;0.00;0.284;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
114;0.000;8;DS1;CO9;-58.93;-0.12;-17.07;-0.04;145.67;0.46;0.352;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
114;0.000;;DS1;CO5;-65.35;-0.01;-15.47;0.00;146.38;0.00;0.284;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
114;0.000;;DS1;CO1;-27.97;0.00;-6.83;0.00;62.58;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
114;0.000;;DS1;CO1;-27.97;0.00;-6.83;0.00;62.58;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
114;0.000;;DS1;CO1;-27.97;0.00;-6.83;0.00;62.58;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
114;1.650;;DS1;RC1;-60.95;0.09;-19.16;0.05;114.56;-0.82;0.367;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
114;0.000;;DS2;CO20;-20.71;0.00;-5.06;0.00;46.31;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
114;0.825;;DS2;CO24;-45.67;-0.01;-11.58;0.00;92.76;0.00;0.057;SE1100.00;Serviceability | Deflections in z-direction
114;0.660;;DS2;CO35;-29.34;0.19;-9.27;0.06;68.50;-0.24;0.003;SE1200.00;Serviceability | Deflections in y-direction
114;;;;;;;;;;;;;
115;Beam | 1 - IPE 500 | L : 1.575 m;;;;;;;;;;;;
115;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
115;1.575;;DS1;CO7;-67.05;-0.01;-34.93;0.00;56.33;0.04;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
115;1.575;;DS1;CO7;-67.05;-0.01;-34.93;0.00;56.33;0.04;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
115;1.575;11;DS1;CO8;-60.44;0.09;-34.04;-0.04;62.93;0.77;0.056;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
115;0.000;;DS1;CO1;-28.59;0.00;-13.20;0.00;49.57;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
115;0.000;;DS1;CO5;-66.72;0.02;-30.35;0.01;118.90;0.02;0.231;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
115;0.000;8;DS1;CO9;-60.29;0.04;-31.87;-0.03;115.57;0.81;0.293;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
115;0.000;;DS1;CO5;-66.72;0.02;-30.35;0.01;118.90;0.02;0.231;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
115;0.000;;DS1;CO1;-28.59;0.00;-13.20;0.00;49.57;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
115;0.000;;DS1;CO1;-28.59;0.00;-13.20;0.00;49.57;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
115;0.000;;DS1;CO1;-28.59;0.00;-13.20;0.00;49.57;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
115;1.575;;DS1;RC1;-62.29;-0.09;-33.83;0.03;62.68;-0.78;0.309;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
115;0.000;;DS2;CO20;-21.17;0.00;-9.77;0.00;36.69;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
115;0.787;;DS2;CO24;-46.64;0.01;-21.91;0.00;65.80;-0.01;0.039;SE1100.00;Serviceability | Deflections in z-direction
115;0.945;;DS2;CO32;-15.81;-0.10;-11.17;-0.05;27.95;0.43;0.002;SE1200.00;Serviceability | Deflections in y-direction
115;;;;;;;;;;;;;
116;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
116;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
116;1.650;;DS1;CO7;-68.46;0.02;-50.16;0.00;-27.61;0.02;0.025;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
116;0.330;;DS1;CO7;-68.31;0.01;-48.55;0.00;37.56;0.04;0.060;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
116;1.650;11;DS1;CO18;-39.94;0.34;-36.23;0.13;-14.51;0.37;0.070;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
116;1.650;11;DS1;CO7;-68.46;0.02;-50.16;0.00;-27.61;0.02;0.082;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
116;0.000;;DS1;CO1;-29.24;0.00;-20.02;0.00;26.02;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
116;0.000;;DS1;CO5;-68.09;-0.01;-45.63;0.00;66.85;-0.01;0.130;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
116;0.000;8;DS1;CO19;-39.75;0.43;-34.09;0.15;44.25;1.08;0.135;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
116;0.000;8;DS1;CO9;-61.67;0.36;-47.12;0.09;61.03;0.79;0.173;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
116;0.000;;DS1;CO5;-68.09;-0.01;-45.63;0.00;66.85;-0.01;0.130;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
116;0.000;;DS1;CO1;-29.24;0.00;-20.02;0.00;26.02;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
116;0.000;;DS1;CO1;-29.24;0.00;-20.02;0.00;26.02;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
116;0.000;;DS1;CO1;-29.24;0.00;-20.02;0.00;26.02;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
116;1.650;;DS1;RC1;-68.46;0.02;-50.16;0.00;-27.61;0.02;0.196;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
116;0.000;;DS2;CO20;-21.66;0.00;-14.81;0.00;19.27;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
116;0.660;;DS2;CO24;-47.62;-0.01;-32.45;0.00;25.20;-0.01;0.013;SE1100.00;Serviceability | Deflections in z-direction
116;0.825;;DS2;CO35;-30.82;-0.17;-24.75;-0.09;10.64;-0.43;0.005;SE1200.00;Serviceability | Deflections in y-direction
116;0.000;;DS1;CO11;-24.22;-0.24;-20.49;-0.14;26.46;-0.84;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
116;;;;;;;;;;;;;
117;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
117;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
117;1.650;;DS1;CO7;-69.91;0.03;-64.75;0.00;-133.06;-0.03;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
117;0.825;1;DS1;CO16;-43.96;-0.45;-45.33;-0.15;-51.32;-0.06;0.020;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
117;1.155;;DS1;CO18;-40.91;0.42;-46.12;0.13;-67.09;-0.07;0.057;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
117;1.650;;DS1;CO7;-69.91;0.03;-64.75;0.00;-133.06;-0.03;0.080;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
117;0.206;11;DS1;CO8;-63.07;0.40;-62.24;0.09;-32.54;0.12;0.110;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
117;1.650;11;DS1;CO8;-63.30;0.28;-63.93;0.06;-123.64;-0.21;0.105;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
117;0.000;;DS1;CO1;-29.86;0.00;-26.36;0.00;-8.73;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
117;1.650;;DS1;CO7;-69.91;0.03;-64.75;0.00;-133.06;-0.03;0.258;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
117;1.650;14;DS1;CO18;-40.98;0.37;-46.71;0.12;-90.07;-0.17;0.218;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
117;1.650;14;DS1;CO8;-63.30;0.28;-63.93;0.06;-123.64;-0.21;0.300;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
117;1.650;;DS1;CO7;-69.91;0.03;-64.75;0.00;-133.06;-0.03;0.258;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
117;0.000;;DS1;CO1;-29.86;0.00;-26.36;0.00;-8.73;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;CO1;-29.86;0.00;-26.36;0.00;-8.73;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;CO1;-29.86;0.00;-26.36;0.00;-8.73;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;RC1;-69.64;0.03;-62.83;0.00;-27.78;0.01;0.330;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
117;0.000;;DS2;CO20;-22.12;0.00;-19.51;0.00;-6.45;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
117;0.990;;DS2;CO26;-48.78;0.01;-44.63;0.00;-62.77;0.00;0.034;SE1100.00;Serviceability | Deflections in z-direction
117;0.825;;DS2;CO35;-31.55;-0.23;-32.22;-0.10;-36.44;-0.12;0.004;SE1200.00;Serviceability | Deflections in y-direction
117;0.000;;DS1;CO6;-64.89;-0.42;-61.74;-0.10;-19.54;-0.21;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
117;;;;;;;;;;;;;
118;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
118;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
118;1.650;;DS1;CO7;-71.56;0.04;-79.20;0.01;-262.48;-0.09;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
118;0.000;1;DS1;CO11;-25.46;-0.45;-33.16;-0.20;-55.05;-0.06;0.027;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
118;0.495;;DS1;CO13;-22.40;0.34;-34.12;0.16;-72.67;-0.08;0.042;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
118;1.238;;DS1;CO7;-71.43;0.04;-78.76;0.01;-229.90;-0.08;0.097;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
118;0.000;11;DS1;CO6;-66.34;-0.43;-76.34;-0.10;-123.20;0.20;0.133;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
118;1.650;11;DS1;CO7;-71.56;0.04;-79.20;0.01;-262.48;-0.09;0.130;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
118;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
118;1.650;;DS1;CO3;-69.81;0.00;-77.87;0.00;-249.64;0.00;0.484;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
118;1.650;21;DS1;CO16;-45.22;-0.29;-56.72;-0.11;-181.28;0.12;0.419;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
118;1.650;14;DS1;CO7;-71.56;0.04;-79.20;0.01;-262.48;-0.09;0.607;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
118;1.650;;DS1;CO3;-69.81;0.00;-77.87;0.00;-249.64;0.00;0.484;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
118;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
118;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
118;0.000;;DS1;CO1;-30.49;0.00;-32.69;0.00;-53.93;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
118;1.650;;DS1;RC1;-71.56;0.04;-79.20;0.01;-262.48;-0.09;0.614;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
118;0.000;;DS2;CO20;-22.59;0.00;-24.20;0.00;-39.91;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
118;0.990;;DS2;RC2;-17.24;0.19;-25.58;0.11;-65.63;-0.04;0.098;SE1100.00;Serviceability | Deflections in z-direction
118;0.000;;DS1;CO6;-66.34;-0.43;-76.34;-0.10;-123.20;0.20;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
118;;;;;;;;;;;;;
119;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;;;;;;;
119;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
119;1.500;7;DS1;CO5;0.19;-0.18;1.63;-0.04;4.26;0.48;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
119;0.000;;DS2;CO20;0.00;-0.11;1.02;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
119;2.500;;DS2;CO24;0.12;0.00;0.00;0.00;3.51;0.40;0.394;SE1100.00;Serviceability | Deflections in v-direction
119;2.500;;DS2;CO24;0.12;0.00;0.00;0.00;3.51;0.40;1.154;SE1200.00;Serviceability | Deflections in u-direction
119;0.000;;DS1;CO13;-0.27;-0.15;1.37;0.00;0.00;0.00;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
119;;;;;;;;;;;;;
120;Beam | 1 - IPE 500 | L : 0.150 m;;;;;;;;;;;;
120;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
120;0.000;;DS1;CO5;-63.45;0.02;-4.64;0.00;149.16;-0.01;0.023;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
120;0.150;;DS1;CO7;-63.20;0.02;-7.09;0.00;148.46;-0.03;0.009;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
120;0.000;4;DS1;CO11;-22.07;-0.54;-1.79;-0.11;68.06;0.89;0.015;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
120;0.150;11;DS1;CO6;-58.62;-0.33;-5.60;-0.03;149.33;0.24;0.009;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
120;0.000;;DS1;CO1;-27.07;0.00;-2.30;0.00;65.13;0.01;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
120;0.000;;DS1;CO7;-63.22;0.02;-6.90;0.00;149.51;-0.03;0.290;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
120;0.150;1;DS1;CO14;-20.56;0.52;-1.75;0.10;68.67;-0.94;0.178;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
120;0.000;1;DS1;CO9;-57.75;0.32;-5.15;0.03;150.65;-0.16;0.357;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
120;0.000;;DS1;CO7;-63.22;0.02;-6.90;0.00;149.51;-0.03;0.290;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
120;0.000;;DS1;CO1;-27.07;0.00;-2.30;0.00;65.13;0.01;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;CO1;-27.07;0.00;-2.30;0.00;65.13;0.01;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;CO1;-27.07;0.00;-2.30;0.00;65.13;0.01;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;RC1;-58.64;-0.33;-5.41;-0.03;150.16;0.16;0.374;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
120;0.000;;DS2;CO20;-20.04;0.00;-1.70;0.00;48.20;0.01;0.000;SE0100.00;Serviceability | Negligible deflections
120;0.075;;DS2;CO28;-40.45;0.21;-3.67;0.03;104.74;-0.28;0.006;SE1100.00;Serviceability | Deflections in z-direction
120;0.000;;DS1;CO11;-22.07;-0.54;-1.79;-0.11;68.06;0.89;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
120;;;;;;;;;;;;;
121;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;;;;;;;
121;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
121;3.500;7;DS1;CO7;0.18;0.18;-1.63;0.04;4.26;0.48;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
121;0.000;;DS2;CO20;0.00;-0.11;1.02;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
121;2.500;;DS2;CO26;0.12;0.00;0.00;0.00;3.51;0.40;0.394;SE1100.00;Serviceability | Deflections in v-direction
121;2.500;;DS2;CO26;0.12;0.00;0.00;0.00;3.51;0.40;1.154;SE1200.00;Serviceability | Deflections in u-direction
121;0.000;;DS1;CO13;-0.26;-0.15;1.37;0.00;0.00;0.00;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
121;;;;;;;;;;;;;
122;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;;;;;;;
122;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
122;1.650;;DS1;CO7;-64.37;-0.01;-5.46;0.00;141.90;0.00;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
122;1.650;;DS1;CO17;-48.01;-0.02;-5.74;0.00;100.15;-0.01;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
122;1.650;11;DS1;CO8;-58.68;-0.24;-4.45;-0.04;145.01;0.46;0.007;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
122;0.000;;DS1;CO3;-62.41;0.00;-1.91;0.00;148.34;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
122;0.206;;DS1;CO8;-58.52;-0.24;-2.57;-0.01;150.07;-0.08;0.291;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
122;0.000;1;DS1;CO9;-58.48;-0.24;-2.13;-0.01;150.60;-0.17;0.357;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
122;0.206;;DS1;CO8;-58.52;-0.24;-2.57;-0.01;150.07;-0.08;0.291;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
122;0.000;;DS1;CO1;-27.35;0.00;-0.47;0.00;65.09;0.01;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
122;0.000;;DS1;CO1;-27.35;0.00;-0.47;0.00;65.09;0.01;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
122;0.000;;DS1;CO1;-27.35;0.00;-0.47;0.00;65.09;0.01;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
