Member No.;Location;Stress;Design;Loading;Design Check;Design Check;
117;1.650;14;DS1;CO18;0.218;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
117;1.650;14;DS1;CO8;0.300;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
117;1.650;;DS1;CO7;0.258;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
117;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
117;0.000;;DS1;RC1;0.330;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
117;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
117;0.990;;DS2;CO26;0.034;SE1100.00;Serviceability | Deflections in z-direction
117;0.825;;DS2;CO35;0.004;SE1200.00;Serviceability | Deflections in y-direction
117;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
117;;;;;;;
118;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
118;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
118;1.650;;DS1;CO7;0.026;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
118;0.000;1;DS1;CO11;0.027;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
118;0.495;;DS1;CO13;0.042;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
118;1.238;;DS1;CO7;0.097;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
118;0.000;11;DS1;CO6;0.133;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
118;1.650;11;DS1;CO7;0.130;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
118;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
118;1.650;;DS1;CO3;0.484;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
118;1.650;21;DS1;CO16;0.419;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
118;1.650;14;DS1;CO7;0.607;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
118;1.650;;DS1;CO3;0.484;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
118;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
118;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
118;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
118;1.650;;DS1;RC1;0.614;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
118;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
118;0.990;;DS2;RC2;0.098;SE1100.00;Serviceability | Deflections in z-direction
118;0.000;;DS1;CO6;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
118;;;;;;;
119;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
119;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
119;1.500;7;DS1;CO5;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
119;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
119;2.500;;DS2;CO24;0.394;SE1100.00;Serviceability | Deflections in v-direction
119;2.500;;DS2;CO24;1.154;SE1200.00;Serviceability | Deflections in u-direction
119;0.000;;DS1;CO13;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
119;;;;;;;
120;Beam | 1 - IPE 500 | L : 0.150 m;;;;;;
120;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
120;0.000;;DS1;CO5;0.023;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
120;0.150;;DS1;CO7;0.009;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
120;0.000;4;DS1;CO11;0.015;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
120;0.150;11;DS1;CO6;0.009;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
120;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
120;0.000;;DS1;CO7;0.290;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
120;0.150;1;DS1;CO14;0.178;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
120;0.000;1;DS1;CO9;0.357;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
120;0.000;;DS1;CO7;0.290;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
120;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
120;0.000;;DS1;RC1;0.374;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
120;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
120;0.075;;DS2;CO28;0.006;SE1100.00;Serviceability | Deflections in z-direction
120;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
120;;;;;;;
121;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
121;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
121;3.500;7;DS1;CO7;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
121;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
121;2.500;;DS2;CO26;0.394;SE1100.00;Serviceability | Deflections in v-direction
121;2.500;;DS2;CO26;1.154;SE1200.00;Serviceability | Deflections in u-direction
121;0.000;;DS1;CO13;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
121;;;;;;;
122;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
122;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
122;1.650;;DS1;CO7;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
122;1.650;;DS1;CO17;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
122;1.650;11;DS1;CO8;0.007;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
122;0.000;;DS1;CO3;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
122;0.206;;DS1;CO8;0.291;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
122;0.000;1;DS1;CO9;0.357;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
122;0.206;;DS1;CO8;0.291;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
122;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
122;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
122;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
122;1.650;;DS1;RC1;0.374;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
122;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
122;0.825;;DS2;CO24;0.063;SE1100.00;Serviceability | Deflections in z-direction
122;0.825;;DS2;CO30;0.009;SE1200.00;Serviceability | Deflections in y-direction
122;;;;;;;
123;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
123;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
123;1.650;;DS1;CO7;0.024;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
123;1.650;;DS1;CO17;0.007;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
123;0.855;11;DS1;CO17;0.008;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
123;0.000;;DS1;CO3;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
123;0.000;;DS1;CO8;0.293;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
123;0.000;1;DS1;CO9;0.357;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
123;0.000;;DS1;CO8;0.293;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
123;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
123;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
123;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
123;1.650;;DS1;RC1;0.373;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
123;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
123;0.825;;DS2;CO28;0.064;SE1100.00;Serviceability | Deflections in z-direction
123;0.825;;DS2;CO30;0.009;SE1200.00;Serviceability | Deflections in y-direction
123;;;;;;;
124;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
124;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
124;1.000;9;DS1;CO7;1.125;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
124;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
124;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
124;2.500;;DS2;CO26;1.723;SE1200.00;Serviceability | Deflections in u-direction
124;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
124;;;;;;;
125;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
125;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
125;4.000;11;DS1;CO8;1.139;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
125;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
125;2.500;;DS2;CO26;0.615;SE1100.00;Serviceability | Deflections in v-direction
125;2.500;;DS2;CO25;1.736;SE1200.00;Serviceability | Deflections in u-direction
125;0.000;;DS1;CO6;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
125;;;;;;;
126;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
126;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
126;4.000;9;DS1;CO7;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
126;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
126;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
126;2.500;;DS2;CO26;1.725;SE1200.00;Serviceability | Deflections in u-direction
126;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
126;;;;;;;
127;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
127;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
127;4.000;9;DS1;CO7;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
127;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
127;2.500;;DS2;CO26;0.617;SE1100.00;Serviceability | Deflections in v-direction
127;2.500;;DS2;CO26;1.725;SE1200.00;Serviceability | Deflections in u-direction
127;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
127;;;;;;;
128;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
128;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
128;1.000;9;DS1;CO8;1.131;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
128;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
128;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
128;2.500;;DS2;CO27;1.728;SE1200.00;Serviceability | Deflections in u-direction
128;0.000;;DS1;CO13;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
128;;;;;;;
129;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
129;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
129;2.500;7;DS1;CO5;0.424;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
129;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
129;2.500;;DS2;CO27;0.319;SE1100.00;Serviceability | Deflections in v-direction
129;2.500;;DS2;CO23;0.892;SE1200.00;Serviceability | Deflections in u-direction
129;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
129;;;;;;;
130;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
130;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
130;4.000;9;DS1;CO5;1.126;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
130;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
130;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
130;2.500;;DS2;CO24;1.723;SE1200.00;Serviceability | Deflections in u-direction
130;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
130;;;;;;;
131;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
131;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
131;4.000;11;DS1;CO6;1.138;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
131;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
131;2.500;;DS2;CO24;0.615;SE1100.00;Serviceability | Deflections in v-direction
131;2.500;;DS2;CO25;1.736;SE1200.00;Serviceability | Deflections in u-direction
131;0.000;;DS1;CO6;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
131;;;;;;;
132;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
132;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
132;1.000;9;DS1;CO5;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
132;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
132;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
132;2.500;;DS2;CO24;1.725;SE1200.00;Serviceability | Deflections in u-direction
132;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
132;;;;;;;
133;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
133;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
133;1.000;9;DS1;CO5;1.128;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
133;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
133;2.500;;DS2;CO24;0.617;SE1100.00;Serviceability | Deflections in v-direction
133;2.500;;DS2;CO24;1.725;SE1200.00;Serviceability | Deflections in u-direction
133;0.500;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
133;;;;;;;
134;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
134;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
134;3.500;7;DS1;CO5;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
134;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
134;2.500;;DS2;CO24;0.394;SE1100.00;Serviceability | Deflections in v-direction
134;2.500;;DS2;CO24;1.154;SE1200.00;Serviceability | Deflections in u-direction
134;0.075;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
134;;;;;;;
135;Beam | 4 - Z 232Z23 | L : 5.000 m;;;;;;
135;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
135;1.500;7;DS1;CO7;0.569;SP6110.00;Section Proof | Elastic design acc. to EN 1993-1-3, 6.1.6
135;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
135;2.500;;DS2;CO26;0.394;SE1100.00;Serviceability | Deflections in v-direction
135;2.500;;DS2;CO26;1.154;SE1200.00;Serviceability | Deflections in u-direction
135;0.075;;DS1;CO1;Non-designable;ER2300.00;Error | Stability design is not possible acc. to EN 1993-1-3, 6.2.4(2)
135;;;;;;;
136;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
136;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
136;0.000;;DS1;CO8;0.028;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
136;0.660;1;DS1;CO18;0.021;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
136;1.155;;DS1;CO6;0.080;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
136;0.000;;DS1;CO5;0.081;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
136;1.238;11;DS1;CO6;0.114;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
136;0.000;11;DS1;CO6;0.109;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
136;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
136;0.000;;DS1;CO5;0.260;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
136;0.000;21;DS1;CO16;0.234;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
136;0.000;21;DS1;CO6;0.309;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
136;0.000;;DS1;CO5;0.260;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
136;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
136;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
136;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
136;0.000;;DS1;RC1;0.337;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
136;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
136;0.660;;DS2;CO24;0.034;SE1100.00;Serviceability | Deflections in z-direction
136;0.825;;DS2;CO35;0.005;SE1200.00;Serviceability | Deflections in y-direction
136;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
136;;;;;;;
137;Beam | 1 - IPE 500 | L : 1.650 m;;;;;;
137;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
137;0.000;;DS1;CO8;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
137;1.320;;DS1;CO5;0.061;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
137;1.444;11;DS1;CO8;0.085;SP3400.01;Section Proof | Shear and torsion acc. to EN 1993-1-1, 6.2.6(4) and 6.2.7(5) | Elastic design
137;0.000;11;DS1;CO6;0.085;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
137;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
137;1.650;;DS1;CO7;0.134;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
137;1.650;8;DS1;CO8;0.184;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
137;1.650;8;DS1;CO8;0.183;SP6200.00;Section Proof | Bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.2, 6.2.9.3, 6.2.10 | Elastic design
137;1.650;;DS1;CO7;0.134;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
137;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
137;0.000;;DS1;CO1;0.000;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
137;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
137;0.000;;DS1;RC1;0.207;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
137;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
137;0.990;;DS2;CO26;0.013;SE1100.00;Serviceability | Deflections in z-direction
137;0.825;;DS2;CO35;0.005;SE1200.00;Serviceability | Deflections in y-direction
137;0.000;;DS1;CO11;Warning;WA5001.00;Warning | Torsion is neglected for stability design checks
137;;;;;;;
138;Beam | 1 - IPE 500 | L : 0.075 m;;;;;;
138;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
138;0.000;;DS1;CO8;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
138;0.000;;DS1;CO5;0.045;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
138;0.000;11;DS1;CO6;0.060;SP3400.02;Section Proof | Shear acc. to EN 1993-1-1, 6.2.6(4) | Elastic design
